Codigo Ditrator,Codigo Casa Dos Rolamentos,Codigo Romar Mann,Codigo Indagril,Codigo Primus,Codigo Agromann,Codigo Tidy,Nome Fantasia,Razão Social,Rota,Cidade,Estado,Empresas Trabalhadas
,,,,,,11672,,Florestal Santa Luzia,Rota C - Litoral Sul,São Joaquim,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11523,,Fogoes Petrycoski,Rota 5 - Parana 2,Pato Branco,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11296,,Folle Estruturas Metalicas,Rota 2 - São Miguel,Maravilha,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11328,,Forca Total Mecanica De Caminhoes,Rota 2 - São Miguel,Pinhalzinho,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11241,,Formaq,Rota A - Oeste,Xavantina,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11526,,Fortes,Rota 0 - Chapecó,Chapecó,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11489,,Frinox,Rota 0 - Chapecó,Chapecó,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11399,,Fumaço - Stihl - Itaiopolis,Rota D - Paraná,Itaiópolis,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11312,,Fundiçao E Tornearia Patria,Rota 2 - São Miguel,Pinhalzinho,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11313,,Fundiçao Steffens E Canal,Rota 2 - São Miguel,Pinhalzinho,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11534,,Furgosul,Rota 4 - Parana 1,Renascença,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11530,,Furlaneto Maquinas,Rota 3 - São Lourenço,Formosa do Sul,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,10142,,,,,10834,,G B  COMERCIO DE MAQUINAS AGRICOLAS  EIRELI - ME,Rota D - Paraná,Irineópolis,SC,Casa Dos Rolamentos
,,1104,,,,10198,,G RITZMANN MOTO AGRICOLA LTDA,Rota D - Paraná,União da Vitória,PR,Romar Mann
1170001,,5470,,,,10285,,G T E MAQUINAS E PECAS AGRICOLAS LTDA,Rota 5 - Parana 2,Dois Vizinhos,PR,Ditrator - Romar Mann
,10143,,,,,10944,,G. RITZMANN MOTO AGRICOLA LTDA,Rota D - Paraná,Irineópolis,SC,Casa Dos Rolamentos
136201,,2032,2009,,,10334,,GABRIEL BARP E CIA LTDA,Rota 3 - São Lourenço,Quilombo,SC,Ditrator - Romar Mann - Indagril
,10378,,,,,10091,,GAGLIOTTO DISTRIBUIDORA DE ROLAMENTOS LTDA,Rota 4 - Parana 1,Francisco Beltrão,PR,Casa Dos Rolamentos
1005001,,,,,,10008,,GAIO PECAS LTDA,Rota 4 - Parana 1,Capanema,PR,Ditrator
,10373,5515,2738,,,10043,,GALPÃO SOLUÇÕES AGRICOLAS LTDA,Rota C - Litoral Sul,Campos Novos,SC,Casa Dos Rolamentos - Romar Mann - Indagril
348601,,,,,,10402,,GASPARIN AUTO PECAS LTDA ME,Rota 2 - São Miguel,Guaraciaba,SC,Ditrator
854301,,,,,,10738,,GAUCHINHO MAQUINAS E IMPLEMENTOS LTDA ME,Rota 2 - São Miguel,Pinhalzinho,SC,Ditrator
1515701,10144,,,,,10041,,GELSON FERNANDES - MECANICA DE MAQUINAS AGRICOLAS,Rota 5 - Parana 2,Palmas,PR,Ditrator - Casa Dos Rolamentos
829801,,,,,,10613,,GELSON LUIS DALLAZEN,Rota 0 - Chapecó,Chapecó,SC,Ditrator
,,2065,,,,10185,,GELSON V SCHAEFFER - ME,Rota 4 - Parana 1,Pranchita,PR,Romar Mann
13601,10145,,,,,10469,,GERMANO GUILHERME WINCK E CIA LTDA,Rota 5 - Parana 2,Verê,PR,Ditrator - Casa Dos Rolamentos
847501,,,,,,10594,,GERRI ADRIANO GUSATTO,Rota A - Oeste,Itá,SC,Ditrator
1269201,,,,,,10713,,GERSON DE OLIVEIRA,Rota 0 - Chapecó,Chapecó,SC,Ditrator
489801,10146,,,,,10391,,GERSON ECCO E CIA LTDA,Rota 3 - São Lourenço,Formosa Do Sul,SC,Ditrator - Casa Dos Rolamentos
,10147,,,,,10871,,GESIELE DOS SANTOS DAVID,Rota C - Litoral Sul,Joaçaba,SC,Casa Dos Rolamentos
18401,10148,2294,,,,10179,,GEVAL TRATORES E IMPLEMENTOS AGRICOLAS LTDA - ME,Rota A - Oeste,Concórdia,SC,Ditrator - Casa Dos Rolamentos - Romar Mann
1210501,,,,,,10678,,GIAN RODRIGO OGLIARI,Rota 2 - São Miguel,Pinhalzinho,SC,Ditrator
,10149,,,,,10868,,GIDANIEL BORELLA,Rota 3 - São Lourenço,Galvão,SC,Casa Dos Rolamentos
230201,,,,,,10523,,GILMAR ANTONIO DOS SANTOS,Rota A - Oeste,Xanxerê,SC,Ditrator
76301,,,,,,10400,,GILMAR DEWES,Rota 1 - Itapiranga,São João Do Oeste,SC,Ditrator
958201,,,,,,10435,,GILMAR ECCO E CIA. LTDA - ME,Rota 3 - São Lourenço,São Lourenço do Oeste,SC,Ditrator
568301,,,,,,10502,,GILSON G GASTMANN ME,Rota A - Oeste,Peritiba,SC,Ditrator
1251001,,,,,,10703,,GIOVANE MARCON,Rota A - Oeste,Ponte Serrada,SC,Ditrator
,10150,,,,,10841,,GIOVANI FRANCESCHETTO,Rota 5 - Parana 2,Mariópolis,PR,Casa Dos Rolamentos
966901,10151,,,,,10573,,GIRALDI PECAS AGRICOLAS LTDA - ME,Rota 5 - Parana 2,Pato Branco,PR,Ditrator - Casa Dos Rolamentos
178201,,,,,,10021,,GL - LISMOTOR RETIFICA DE MOTORES - EIRELI,Rota 4 - Parana 1,Francisco Beltrão,PR,Ditrator
1543701,,,,,,11753,,GLOBAL MAQ COMERCIO E SERVICOS DE PECAS LTDA,Rota 0 - Chapecó,Chapecó,SC,
,,1264,,,,10240,,GLOBAL TRATORES LTDA,Rota D - Paraná,São Mateus do Sul,PR,Romar Mann
,10152,,,,,10860,,GMTR MAQUINAS E EQUIPAMENTOS LTDA EPP,Rota A - Oeste,Caçador,SC,Casa Dos Rolamentos
1016001,10153,,,,,10507,,GNP TRATOR PECAS LTDA ME,Rota 4 - Parana 1,Francisco Beltrão,PR,Ditrator - Casa Dos Rolamentos
,,,,,,11080,,GRA BOMBAS INJETORAS E TURBINAS,Rota B - Litoral Norte,Otacílio Costa,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
963101,,,,,,10379,,GRACIELI FATIMA DOS SANTOS 05353286995,Rota 2 - São Miguel,Pinhalzinho,SC,Ditrator
1138201,10154,,,,,10028,,GRASSI MAQUINAS & PECAS AGRICOLAS LTDA,Rota 5 - Parana 2,Chopinzinho,PR,Ditrator - Casa Dos Rolamentos
1130701,,,,,,10637,,GRAZIANO MIGUEL RADAY 05509469935,Rota 0 - Chapecó,Chapecó,SC,Ditrator
407301,,,,,,10588,,GRESELLE COMERCIO DE PECAS AUTOMOTIVAS LTDA,Rota 0 - Chapecó,Chapecó,SC,Ditrator
,,,,,,11081,,GTNH INDUSTRIA E COMERCIO DE CARVAO,Rota A - Oeste,Vargem Bonita,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,10155,,,,,10831,,GUIDO LINK - ME,Rota 2 - São Miguel,Guaraciaba,SC,Casa Dos Rolamentos
272401,,,,,,10538,,GUILHERME LUIZ MORETTO 04627996977,Rota A - Oeste,Itá,SC,Ditrator
15502,,,,,,10367,,GUSTAVO H. SCHUMACHER - ME,Rota A - Oeste,Arabutã,SC,Ditrator
,10156,,,,,10900,,GUSTAVO HOLLLEN BERTOCHI,Rota 4 - Parana 1,Pranchita,PR,Casa Dos Rolamentos
,,,,,,11587,,Gaidzinski,Rota C - Litoral Sul,Braço do Norte,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11422,,Galmaq - Stihl - Matos Costa,Rota D - Paraná,Matos Costa,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11162,,Gelnex,Rota A - Oeste,Seara,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11551,,Germaq Maquinas,Rota 0 - Chapecó,Chapecó,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11694,,Global - Jonh Deere - Araucaria,Rota D - Paraná,Araucária,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11689,,Global - Jonh Deere - Lapa,Rota D - Paraná,Lapa,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11447,,Global Tratores,Rota C - Litoral Sul,Turvo,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11157,,Globscanveco,Rota A - Oeste,Concórdia,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11158,,Globservice,Rota A - Oeste,Concórdia,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11175,,Glt Equipamentos E Refrigeraçao,Rota 5 - Parana 2,Coronel Vivida,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11450,,Gomes Maquinas Agricolas,Rota C - Litoral Sul,Turvo,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11386,,Gran Mestre,Rota 2 - São Miguel,Guaraciaba,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11172,,Grandcase - Case - Pato Branco,Rota 5 - Parana 2,Pato Branco,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11512,,Gratt Industria De Maquinas,Rota A - Oeste,Capinzal,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,4106,,,,11341,,Gts Do Brasil,Rota C - Litoral Sul,Lages,SC,Romar Mann
,,,,,,11397,,Gx Solucoes Eletricas,Rota A - Oeste,Xaxim,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
605801,,,,,,10742,,H D COMERCIO DE MANGUEIRAS LTDA,Rota 5 - Parana 2,Dois Vizinhos,PR,Ditrator
1290901,,,,,,10725,,H P SEZEPANIK,Rota 4 - Parana 1,Santa Izabel Do Oeste,PR,Ditrator
1504401,,,,,,10998,,H. VOLKMANN & CIA LTDA,Rota 0 - Chapecó,Chapecó,SC,Ditrator
,10158,,,,,10891,,HE MAQUINAS LTDA ME,Rota A - Oeste,Curitibanos,SC,Casa Dos Rolamentos
952401,,,,,,10451,,HECK TORNEARIA MECANICA LTDA ME,Rota 1 - Itapiranga,Itapiranga,SC,Ditrator
,10159,,,,,10933,,HIDRAULICOS FENILI COMÉRCIO DE EQUIPAMENTOS LTDA,Rota A - Oeste,Caçador,SC,Casa Dos Rolamentos
,10160,,,,,10795,,HIDRO INDUSTRIAL LTDA,Rota 2 - São Miguel,Pinhalzinho,SC,Casa Dos Rolamentos
,,,,,,11082,,HILDEBRANDO BRUNKEN ME,Rota C - Litoral Sul,Urubici,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11083,,HL LAGES SISTEMAS HIDRAULICOS,Rota C - Litoral Sul,Lages,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
1308701,,,,,,10735,,HORACIO FERREIRA DE ANDRADE & CIA LTDA,Rota 4 - Parana 1,Francisco Beltrão,PR,Ditrator
,,4998,,,,11772,,HWILL - PECAS PARA TRATORES - Mafra,Rota D - Paraná,Mafra,SC,
,10157,899,2251,,,10217,,HWILL - PECAS PARA TRATORES - Canoinhas,Rota D - Paraná,Canoinhas,SC,Casa Dos Rolamentos - Romar Mann - Indagril
,10161,,,,,10924,,HWN MANUTENCAO E REPARACAO DE MOTORES ELETRICOS EIRELI,Rota A - Oeste,Curitibanos,SC,Casa Dos Rolamentos
,,,,,,11648,,Hak Rolamentos,Rota A - Oeste,Caçador,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11636,,Hanse E Luther,Rota B - Litoral Norte,Taió,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11282,,Helio Auto Peças,Rota 2 - São Miguel,São Miguel do Oeste,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11488,,Henrimaq,Rota 0 - Chapecó,Chapecó,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11547,,Hidrosam,Rota 3 - São Lourenço,Abelardo Luz,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11164,,Hidrotema,Rota 5 - Parana 2,Pato Branco,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11703,,Hiragami,Rota C - Litoral Sul,São Joaquim,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11203,,Hobimix,Rota 5 - Parana 2,Vitorino,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11319,,Hoffmann Tratores,Rota 2 - São Miguel,Saudades,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11532,,Homa Bras,Rota A - Oeste,Caçador,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11309,,Hoss Maquinas,Rota 2 - São Miguel,Pinhalzinho,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11405,,Hwill - Case - Mafra,Rota D - Paraná,Mafra,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
318601,10162,,,,,10081,,IDROMOL INDUSTRIA MECANICA,Rota 2 - São Miguel,Modelo,SC,Ditrator - Casa Dos Rolamentos
,,,3541,,,11718,,IL AGROPECAS E CIA LTDA,Rota D - Paraná,Canoinhas,SC,Indagril
24602,,,,,,10490,,IMAR - INDUSTRIA DE MAQUINAS AGRICOLAS REAL LTDA,Rota 4 - Parana 1,Realeza,PR,Ditrator
,10163,,,,,10909,,IMOSER INDUSTRIAL MECANICA OSER LTDA,Rota 5 - Parana 2,Dois Vizinhos,PR,Casa Dos Rolamentos
,10164,,,,,10800,,INCOTRASA COM E IND PECAS PARA TRATORES LTDA,Rota A - Oeste,Caçador,SC,Casa Dos Rolamentos
,10165,,,,,10845,,IND DE MADEIRAS GASPARI LTDA,Rota 3 - São Lourenço,Quilombo,SC,Casa Dos Rolamentos
,10166,,,,,10798,,IND METALURGICA BARRIGA VERDE LTDA,Rota A - Oeste,Xanxerê,SC,Casa Dos Rolamentos
,10167,,,,,10092,,IND TEXTIL OESTE LTDA,Rota 1 - Itapiranga,Mondaí,SC,Casa Dos Rolamentos
,,,,,,11084,,IND. CIMENTO METAL ARTE,Rota 2 - São Miguel,Pinhalzinho,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,1048,,,10293,,INDUCLIMA CLIMATIZADORES EIREL,Rota 2 - São Miguel,Maravilha,SC,Indagril
,,,1433,,,10299,,INDUMETAL INDUSTRIA METALURGIC,Rota 2 - São Miguel,Maravilha,SC,Indagril
,10377,,,,,10079,,INDUSTRIA E COMERCIO DE MAQUINAS ELETRICAS DUALTEC,Rota C - Litoral Sul,Rio Fortuna,SC,Casa Dos Rolamentos
,,,,,,11085,,INDUSTRIAL FORTH MAQ,Rota A - Oeste,Capinzal,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
457301,,,,,,10569,,INDUSTRIAL MACUCOZINHO LTDA,Rota 1 - Itapiranga,Iporã Do Oeste,SC,Ditrator
,,,,,,11086,,INDUSTRIAS DE MOVEIS ROTTA,Rota A - Oeste,Caçador,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,10168,,,,,10843,,INREPECAS IND E RETIFICA DE PCS LTDA ME,Rota 4 - Parana 1,São José do Cedro,SC,Casa Dos Rolamentos
,10169,,,,,10830,,INREQUIEL COM DE MOTORES ELETRICOS LTDA,Rota 1 - Itapiranga,Itapiranga,SC,Casa Dos Rolamentos
691501,10170,,,,,10541,,IPUMAQ MAQUINAS AGRICOLAS LTDA ME,Rota A - Oeste,Ipumirim,SC,Ditrator - Casa Dos Rolamentos
1077901,,,,,,10618,,IRANI JOSE RODRIGUES,Rota 4 - Parana 1,Nova Prata do Iguaçu,PR,Ditrator
,,,,,,11087,,IRMAOS GRASSI  - ME,Rota C - Litoral Sul,Celso Ramos,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
1185701,,,,,,10660,,IRMAOS HERBERT LTDA,Rota 1 - Itapiranga,São Carlos,SC,Ditrator
1491101,,,,,,11005,,IRMAOS LAZZARIN LTDA,Rota A - Oeste,Concórdia,SC,Ditrator
,,3722,1849,,,10214,,IRMAOS PICOLI COMERCIO DE PECAS E MECANICA AGRICOLA LTDA,Rota C - Litoral Sul,Campos Novos,SC,Romar Mann - Indagril
677701,,,,,,10496,,IRMAOS PIZZI COMERCIO DE PRODUTOS AGROPECUARIOS LTDA,Rota 1 - Itapiranga,Caxambu Do Sul,SC,Ditrator
1293901,10171,,,,,10737,,IRMAOS SIRTOLI LTDA,Rota 4 - Parana 1,Santa Izabel Do Oeste,PR,Ditrator - Casa Dos Rolamentos
,10172,,,,,10912,,IRRIGABRAS COM DE MAQ CACADOR LTDA,Rota A - Oeste,Caçador,SC,Casa Dos Rolamentos
200601,,,,,,10531,,ITO - COMERCIO DE IMPLEMENTOS AGRICOLAS LTDA,Rota 3 - São Lourenço,Coronel Freitas,SC,Ditrator
,10173,,,,,10963,,ITUMAQ COMERCIO DE MAQUINAS AGRICOLA LTDA,Rota B - Litoral Norte,Ituporanga,SC,Casa Dos Rolamentos
351501,,,,,,10728,,IVANI RICARDO BALANSIN MAQUINAS,Rota 5 - Parana 2,Chopinzinho,PR,Ditrator
1509701,,,,,,10976,,IVO ALOISIO SCHWAB,Rota 4 - Parana 1,São José do Cedro,SC,Ditrator
,,,,,,11246,,Icom Hidromecanica,Rota A - Oeste,Xanxerê,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11245,,Imapi - Imaplast,Rota A - Oeste,Xanxerê,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11639,,Imc Sopradores,Rota C - Litoral Sul,Sombrio,SC,Casa Dos Rolamentos
,,,,,,11497,,Imeff,Rota 0 - Chapecó,Chapecó,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11504,,Imepar Industria De Maquinas,Rota A - Oeste,Xanxerê,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11507,,Imetal,Rota A - Oeste,Xanxerê,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11505,,Imoto,Rota A - Oeste,Xanxerê,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11279,,Implemac,Rota 2 - São Miguel,Guaraciaba,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11429,,Incoferro,Rota B - Litoral Norte,Alfredo Wagner,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11549,,Incofima Caixas D Agua,Rota 0 - Chapecó,Chapecó,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11522,,Incofima Produtos Em Fibra,Rota 0 - Chapecó,Chapecó,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11413,,Incogil,Rota C - Litoral Sul,Luzerna,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11492,,Indemafri,Rota 0 - Chapecó,Chapecó,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11340,,Indugel,Rota C - Litoral Sul,Joaçaba,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11145,,Industrias Jacutinga,Rota A - Oeste,Catanduvas,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11214,,Instaladora Eletrica Palmitense,Rota 1 - Itapiranga,Palmitos,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11705,,Irapecas,Rota D - Paraná,Irati,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11411,,Irmaos Karling,Rota C - Litoral Sul,Tangará,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11420,,Irmaos Pizzi Comercio De Produtos Agropecuarios,Rota 1 - Itapiranga,Caxambu do Sul,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11466,,Irmaos Sirtoli - Planalto,Rota 4 - Parana 1,Planalto,PR,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11619,,Itaipu Cooperativa,Rota 2 - São Miguel,Pinhalzinho,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11432,,Itumaq,Rota B - Litoral Norte,Ituporanga,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
,,,,,,11274,,Ivepeças Mecanica Pesada,Rota 0 - Chapecó,Chapecó,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
1530701,,,,,,11739,,J A SIQUEIRA MECANICA LTDA,Rota A - Oeste,Vargem Bonita,SC,Ditrator
157601,,,,,,10633,,J F AUTO TRUCK MECANICA EIRELI,Rota 2 - São Miguel,Saudades,SC,Ditrator
916201,,,,,,10623,,J MARTINELLI EIRELI,Rota 5 - Parana 2,Chopinzinho,PR,Ditrator
,10389,,,,,11014,,J. A. LERNER & CIA LTDA ME,Rota D - Paraná,Paulo Frontin,PR,Casa Dos Rolamentos
1294501,,,,,,11751,,J. CARLOS PAZ & CIA LTDA,Rota 5 - Parana 2,Dois Vizinhos,PR,
832401,,,,,,10584,,J.E. DIRECOES E EQUIPAMENTOS HIDRAULICOS LTDA,Rota 0 - Chapecó,Chapecó,SC,Ditrator
455901,,,,,,10612,,J.M COMERCIO DE MAQUINAS LTDA,Rota 0 - Chapecó,Chapecó,SC,Ditrator
,10174,,,,,10819,,JACIARA IMPLEMENTOS RODOVIARIOS LTDA,Rota 2 - São Miguel,Maravilha,SC,Casa Dos Rolamentos
,10175,,,,,10116,,JACKSON KOTHE,Rota 1 - Itapiranga,São João do Oeste,SC,Casa Dos Rolamentos
,,,,,,11088,,JACKSON LEANDRO TWARDOWSKI DREMHER,Rota D - Paraná,Porto União,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
603101,10176,,,,,10372,,JAIME MASSOLA,Rota 4 - Parana 1,Capanema,PR,Ditrator - Casa Dos Rolamentos
815701,,,,,,10575,,JAIR MARTELO E CIA LTDA,Rota 5 - Parana 2,Pato Branco,PR,Ditrator
795201,10177,,,,,10848,,JAIRO LUIS CAVALLI & CIA LTDA,Rota A - Oeste,Concórdia,SC,Ditrator - Casa Dos Rolamentos
549102,10178,,,,,10454,,JAIRO MARTINI,Rota 2 - São Miguel,Serra Alta,SC,Ditrator - Casa Dos Rolamentos
1133101,,,,,,10639,,JAKSON LUIZ PEROSA 94542520978,Rota 4 - Parana 1,Santa Izabel Do Oeste,PR,Ditrator
603102,10179,,,,,10032,,JANE CLEONICE LORENZONI MASSOLA,Rota 4 - Parana 1,Capanema,PR,Ditrator - Casa Dos Rolamentos
,10180,,,,,10812,,JANETE ANTUNES DOS SANTOS MEZOMO,Rota 3 - São Lourenço,São Lourenço do Oeste,SC,Casa Dos Rolamentos
,,4050,,,,10228,,JANUARIO COMERCIO DE PECAS LTDA,Rota C - Litoral Sul,Turvo,SC,Romar Mann
,10181,,,,,10057,,JANUARIO MAQUINAS AGRICOLAS LTDA,Rota C - Litoral Sul,Turvo,SC,Casa Dos Rolamentos
1523301,,,,,,11004,,JAQUELINE QUEIROZ REMUS 10426648978,Rota 1 - Itapiranga,Guatambu,SC,Ditrator
741202,,,,,,10464,,JAQUELINI ITEN,Rota 0 - Chapecó,Chapecó,SC,Ditrator
,10182,,,,,10779,,JB MECANICA AGRICOLA LTDA ME,Rota 3 - São Lourenço,Quilombo,SC,Casa Dos Rolamentos
2402,,,,,,10473,,JD COMERCIO DE MAQUINAS LTDA,Rota 1 - Itapiranga,Iporã Do Oeste,SC,Ditrator
,10183,,3235,,,10356,,JEFERSON FABIO LEFCHAK LTDA,Rota 3 - São Lourenço,São Lourenço do Oeste,SC,Casa Dos Rolamentos - Indagril
765301,,,,,,10392,,JEFERSON JUNIOR HENTGES,Rota 1 - Itapiranga,São João Do Oeste,SC,Ditrator
1101001,,,,,,10636,,JHONATAN ALECIO DE COSTA 06439679902,Rota 0 - Chapecó,Chapecó,SC,Ditrator
1434501,,,,,,10752,,JHONITHIN FRANCHIESCOLI EMMERICH 10121696936,Rota A - Oeste,Xanxerê,SC,Ditrator
508601,,,,,,10477,,JKMAQ COMERCIO DE PECAS E SERVICOS LTDA,Rota 0 - Chapecó,Chapecó,SC,Ditrator
,,4861,,,,11773,,JM AGRICOLA LTDA,Rota B - Litoral Norte,Guaramirim,SC,
,,,,,,11663,,JM Mecanica,Rota 2 - São Miguel,São Miguel da Boa Vista,SC,Ditrator - Casa Dos Rolamentos - Romar Mann - Indagril - Primus - Agromann
218001,,,,,,10038,,JMS COMERCIO DE PECAS PARA TRATORES LTDA,Rota 5 - Parana 2,Pato Branco,PR,Ditrator
,10184,,,,,10787,,JOAO AGENOR PITT,Rota A - Oeste,Fraiburgo,SC,Casa Dos Rolamentos
133201,10185,,,,,10441,,JOAO ANTONIO AGUIAR FILHO EMBREAGEM LTDA,Rota 5 - Parana 2,Pato Branco,PR,Ditrator - Casa Dos Rolamentos
1471101,,,,,,10774,,JOAO BATISTA FERREIRA - RESINAS LTDA,Rota 4 - Parana 1,Marmeleiro,PR,Ditrator
1219801,,,,,,10682,,JOAO CARLOS RODRIGUES CORTES 75016370915,Rota 3 - São Lourenço,Saltinho,SC,Ditrator
966701,,,,,,10412,,JOAO CEZAR BERNASCONI,Rota 1 - Itapiranga,Guatambu,SC,Ditrator
499001,,,,,,10474,,JOELCIO SOARES,Rota A - Oeste,Concórdia,SC,Ditrator
1431901,,,,,,10749,,JOICE C. F. LOPES,Rota 4 - Parana 1,Ampére,PR,Ditrator
